ResponseId,ConvertedCompYearly,DevType,LanguageHaveWorkedWith,LanguageWantToWorkWith,YearsCode,Country,EdLevel,Employment,RemoteWork,OrgSize,Age
43467,90353.0,"Developer, full-stack",Bash/Shell (all shells);JavaScript;Ruby,Bash/Shell (all shells);Elixir;JavaScript;Ruby,15.0,New Zealand,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,"Hybrid (some in-person, leans heavy to flexibility)",Less than 20 employees,25-34 years old
19652,177300.0,"Developer, full-stack",Bash/Shell (all shells);Go;HTML/CSS;Python;SQL;TypeScript,Bash/Shell (all shells);Go;HTML/CSS;Python;Rust;SQL;TypeScript,19.0,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,"Hybrid (some remote, leans heavy to in-person)","1,000 to 4,999 employees",35-44 years old
18770,118754.0,"Developer, back-end",C#;JavaScript;Python;Gleam,,20.0,Chile,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,Remote,20 to 99 employees,35-44 years old
48028,190000.0,Applied scientist,Bash/Shell (all shells);Go;PowerShell;Python,Bash/Shell (all shells);Go;Python,9.0,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,"Hybrid (some remote, leans heavy to in-person)",100 to 499 employees,25-34 years old
14233,30498.0,"Developer, full-stack",Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript,Bash/Shell (all shells);C#;Dart;Go;HTML/CSS;JavaScript;PowerShell;Python;Swift;TypeScript,18.0,Taiwan,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,In-person,100 to 499 employees,35-44 years old
25781,60000.0,Cybersecurity or InfoSec professional,C;C++;HTML/CSS;JavaScript;MicroPython;PHP;PowerShell;Python;SQL;TypeScript,,14.0,Sri Lanka,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Independent contractor, freelancer, or self-employed",Remote,"Just me - I am a freelancer, sole proprietor, etc.",18-24 years old
21467,400000.0,Cloud infrastructure engineer,,,15.0,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,"Hybrid (some in-person, leans heavy to flexibility)","10,000 or more employees",25-34 years old
17959,117762.0,"Developer, back-end",Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript,C#;Dart;Elixir;F#;HTML/CSS;Rust;SQL;TypeScript,11.0,United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,Remote,100 to 499 employees,35-44 years old
16441,53470.0,"Developer, full-stack",Bash/Shell (all shells);C#;Go;HTML/CSS;Java;JavaScript;PHP;Python;SQL;TypeScript,C#;C++;Elixir;F#;Go;HTML/CSS;Java;JavaScript;Lisp;OCaml;PHP;Prolog;Python;Ruby;Rust;Scala;SQL;Swift;TypeScript;Zig,10.0,India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,"Your choice (very flexible, you can come in when you want or just as needed)",100 to 499 employees,25-34 years old
7874,6974.0,"Developer, full-stack",C#;C++;HTML/CSS;JavaScript;PowerShell;TypeScript,Go;Java;Kotlin;Python;R;Ruby;Rust;Scala;SQL,4.0,India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,"Hybrid (some remote, leans heavy to in-person)",500 to 999 employees,18-24 years old
8642,69609.0,"Developer, full-stack",C#;HTML/CSS;Java;JavaScript;Python;SQL;TypeScript,HTML/CSS;JavaScript;Python;TypeScript,20.0,France,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,In-person,20 to 99 employees,35-44 years old
37235,85851.0,Academic researcher,Bash/Shell (all shells);JavaScript;Python;SQL;TypeScript,Bash/Shell (all shells);C;C++;JavaScript;Python;SQL;TypeScript,8.0,Germany,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Employed,"Hybrid (some remote, leans heavy to in-person)",I don’t know,25-34 years old
3967,63120.0,"Developer, full-stack",Bash/Shell (all shells);C;C#;C++;Delphi;HTML/CSS;JavaScript;Python;SQL;TypeScript;Visual Basic (.Net),,30.0,Turkey,Some college/university study without earning a degree,"Independent contractor, freelancer, or self-employed",,,45-54 years old
18522,168006.0,"Developer, back-end",C#;JavaScript;Python;Rust;SQL;TypeScript,C#;JavaScript;Python;Rust;SQL;TypeScript,18.0,Norway,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,In-person,"10,000 or more employees",35-44 years old
46136,122753.0,"Developer, mobile",HTML/CSS;Java;JavaScript;Kotlin;Swift,Swift,33.0,Switzerland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,"Hybrid (some remote, leans heavy to in-person)",Less than 20 employees,45-54 years old
6264,26683.0,"Developer, embedded applications or devices",Assembly;Bash/Shell (all shells);C;C++;HTML/CSS;Java;JavaScript;Lua;Python,,25.0,Germany,Some college/university study without earning a degree,Employed,"Hybrid (some in-person, leans heavy to flexibility)",Less than 20 employees,35-44 years old
44955,57519.0,"Developer, front-end",HTML/CSS;JavaScript;TypeScript,HTML/CSS;JavaScript;TypeScript,15.0,Ukraine,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,Remote,"10,000 or more employees",25-34 years old
42183,65614.0,Cybersecurity or InfoSec professional,Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;PowerShell;Python;SQL;VBA,,3.0,Singapore,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,"Hybrid (some remote, leans heavy to in-person)","10,000 or more employees",25-34 years old
38316,84408.0,"Developer, full-stack",C#;Groovy;HTML/CSS;Java;JavaScript;Kotlin;SQL;TypeScript,,10.0,United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,"Hybrid (some in-person, leans heavy to flexibility)",Less than 20 employees,25-34 years old
17758,54527.0,"Developer, full-stack",Bash/Shell (all shells);C;C++;Go;HTML/CSS;Java;MATLAB;Python;Rust;TypeScript,Zig,17.0,Netherlands,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,In-person,Less than 20 employees,25-34 years old
18200,232029.0,"Architect, software or solutions",Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;SQL;TypeScript,Bash/Shell (all shells);C#;Dart;HTML/CSS;JavaScript;PHP;SQL;TypeScript,22.0,Germany,Some college/university study without earning a degree,"Independent contractor, freelancer, or self-employed",,,35-44 years old
15359,6289.0,Other (please specify):,Bash/Shell (all shells);C#;C++;HTML/CSS;JavaScript;Python;SQL;TypeScript,Go,17.0,Sweden,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Employed,"Hybrid (some in-person, leans heavy to flexibility)",500 to 999 employees,35-44 years old
33276,230000.0,"Developer, full-stack",Bash/Shell (all shells);HTML/CSS;JavaScript;Python;SQL;Swift;TypeScript,Bash/Shell (all shells);HTML/CSS;JavaScript;Kotlin;OCaml;Python;Rust;Scala;SQL;Swift;TypeScript;Zig,13.0,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,"Hybrid (some remote, leans heavy to in-person)",20 to 99 employees,25-34 years old
46228,139218.0,"Developer, full-stack",C#;HTML/CSS;JavaScript;SQL;TypeScript,C#;HTML/CSS;SQL,40.0,Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Independent contractor, freelancer, or self-employed",,,45-54 years old
2250,220000.0,"Architect, software or solutions",Bash/Shell (all shells);Go;HTML/CSS;JavaScript;Python;Ruby;SQL;TypeScript,Go;Rust,34.0,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,Remote,"1,000 to 4,999 employees",35-44 years old
4301,81210.0,AI/ML engineer,Bash/Shell (all shells);Python;Rust,Bash/Shell (all shells);Python;Rust,12.0,Netherlands,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,"Hybrid (some in-person, leans heavy to flexibility)","10,000 or more employees",25-34 years old
16182,11601.0,"Architect, software or solutions",Bash/Shell (all shells);C;C#;C++;Go;HTML/CSS;Java;Perl;PHP;PowerShell;Python;R;Ruby;SQL;TypeScript,Assembly;C;C#;Erlang;Go;Java;Kotlin;Perl;Ruby,30.0,Netherlands,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,"Your choice (very flexible, you can come in when you want or just as needed)",100 to 499 employees,35-44 years old
15101,70000.0,AI/ML engineer,Bash/Shell (all shells);Go;MATLAB;Python;R,Assembly;Bash/Shell (all shells);C;COBOL;Erlang;Go;HTML/CSS;Python;SQL,5.0,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,Remote,Less than 20 employees,18-24 years old
683,41765.0,"Developer, mobile",Dart;HTML/CSS;JavaScript;Kotlin;PHP;Python;Swift;TypeScript,Dart;HTML/CSS;JavaScript;Kotlin;PHP;Python;Swift;TypeScript,8.0,Germany,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,"Hybrid (some remote, leans heavy to in-person)",20 to 99 employees,18-24 years old
14936,160000.0,DevOps engineer or professional,C;C++;Groovy;HTML/CSS;JavaScript;Perl;PHP;Python;SQL,Assembly;C;Go;HTML/CSS;JavaScript;Lua;Python;SQL,36.0,United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,In-person,100 to 499 employees,45-54 years old
1384,68449.0,"Developer, full-stack",Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript,,24.0,Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,"Hybrid (some in-person, leans heavy to flexibility)",20 to 99 employees,45-54 years old
37473,85851.0,"Developer, back-end",Bash/Shell (all shells);Java;Kotlin;SQL;TypeScript,Bash/Shell (all shells);Kotlin;TypeScript,13.0,Netherlands,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,"Hybrid (some remote, leans heavy to in-person)",20 to 99 employees,35-44 years old
26416,115000.0,"Developer, front-end",HTML/CSS;JavaScript;TypeScript,C++;Go;HTML/CSS;JavaScript;Python;Rust;TypeScript,6.0,United States of America,Primary/elementary school,Employed,Remote,500 to 999 employees,35-44 years old
22813,104015.0,"Developer, full-stack",,,10.0,Australia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,Remote,100 to 499 employees,25-34 years old
15413,34872.0,"Developer, back-end",Groovy;Rust;SQL,Rust;SQL;Zig,9.0,India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,In-person,"1,000 to 4,999 employees",18-24 years old
2747,42165.0,"Developer, embedded applications or devices",Assembly;C;Delphi;HTML/CSS;JavaScript;Lua,,35.0,New Zealand,"Associate degree (A.A., A.S., etc.)",Employed,In-person,Less than 20 employees,55-64 years old
18347,60000.0,"UX, Research Ops or UI design professional",HTML/CSS;JavaScript;PHP;Ruby;SQL,Go;Swift,20.0,United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Independent contractor, freelancer, or self-employed",Remote,"Just me - I am a freelancer, sole proprietor, etc.",45-54 years old
3163,108000.0,"Architect, software or solutions",Bash/Shell (all shells);Go;HTML/CSS;Java;JavaScript;Kotlin;PHP;PowerShell;Python;Ruby;SQL;Swift;TypeScript,Go;HTML/CSS;JavaScript;Kotlin;PHP;SQL;TypeScript,20.0,United States of America,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Employed,"Hybrid (some in-person, leans heavy to flexibility)",Less than 20 employees,35-44 years old
15222,140000.0,"Architect, software or solutions",JavaScript;Python;SQL,Python;SQL,11.0,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,Remote,"5,000 to 9,999 employees",35-44 years old
41306,61759.0,"Developer, front-end",HTML/CSS;JavaScript;PowerShell,HTML/CSS;JavaScript,20.0,Australia,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,"Hybrid (some remote, leans heavy to in-person)","10,000 or more employees",35-44 years old
16321,95299.0,"Architect, software or solutions",Bash/Shell (all shells);C#;Delphi;HTML/CSS;JavaScript;PHP;SQL,Bash/Shell (all shells);C#;Delphi;HTML/CSS;JavaScript;PHP;SQL,36.0,United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,In-person,100 to 499 employees,35-44 years old
20297,80871.0,"Developer, back-end",C#;SQL,C#,8.0,Denmark,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Employed,"Hybrid (some remote, leans heavy to in-person)","5,000 to 9,999 employees",25-34 years old
22796,30000.0,Other (please specify):,Bash/Shell (all shells);C;COBOL;Dart;HTML/CSS;Java;JavaScript;Kotlin;Python;Rust;SQL;TypeScript,Assembly;Bash/Shell (all shells);C;C#;C++;COBOL;Dart;Fortran;Go;HTML/CSS;Java;JavaScript;Kotlin;OCaml;PHP;Python;Rust;SQL;TypeScript;Zig,9.0,United States of America,Some college/university study without earning a degree,Employed,In-person,Less than 20 employees,18-24 years old
14971,166093.0,Engineering manager,Bash/Shell (all shells);HTML/CSS;JavaScript;Kotlin;PowerShell;Python;SQL;TypeScript,Elixir;Erlang;Go;Java;Kotlin,47.0,United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,Remote,500 to 999 employees,55-64 years old
21078,32831.0,"Developer, back-end",Bash/Shell (all shells);C;C++;HTML/CSS;Java;JavaScript;Perl;PHP;Python,Bash/Shell (all shells);C;C++;HTML/CSS;JavaScript;Lisp;MicroPython;Perl;PHP;Python,30.0,Canada,Some college/university study without earning a degree,"Independent contractor, freelancer, or self-employed",,,35-44 years old
6792,190000.0,Data engineer,C#;Go;JavaScript;Python;Rust;SQL,Go;Rust;SQL,12.0,United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,Remote,500 to 999 employees,35-44 years old
19917,81685.0,"Architect, software or solutions",Bash/Shell (all shells);C#;C++;HTML/CSS;JavaScript;PowerShell;Python;SQL;TypeScript,C#;F#;HTML/CSS;Python;Rust;TypeScript;Gleam,35.0,United Kingdom of Great Britain and Northern Ireland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,"Hybrid (some in-person, leans heavy to flexibility)",20 to 99 employees,35-44 years old
4667,154991.0,"Developer, full-stack",C#;Go;HTML/CSS;JavaScript;PowerShell;Python;SQL;TypeScript,C#;Go;HTML/CSS;JavaScript;Python;SQL;TypeScript,14.0,Switzerland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,"Your choice (very flexible, you can come in when you want or just as needed)",Less than 20 employees,35-44 years old
3695,30019.0,"Developer, mobile",Dart;HTML/CSS;Java;JavaScript;Kotlin;SQL,Dart;Kotlin,5.0,Poland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,"Hybrid (some in-person, leans heavy to flexibility)",Less than 20 employees,25-34 years old
14575,51734.0,"Developer, full-stack",Bash/Shell (all shells);JavaScript;Python;SQL;TypeScript,Bash/Shell (all shells);Python,4.0,United Kingdom of Great Britain and Northern Ireland,Some college/university study without earning a degree,Employed,In-person,"10,000 or more employees",18-24 years old
5676,950000.0,"Developer, mobile",Java;Kotlin;Rust;Swift,Java;Kotlin;Rust;Swift,29.0,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,Remote,"10,000 or more employees",35-44 years old
35711,104413.0,"Developer, front-end",TypeScript,TypeScript,14.0,Portugal,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Independent contractor, freelancer, or self-employed",,,25-34 years old
17539,84000.0,"Developer, full-stack",Assembly;Bash/Shell (all shells);C;C++;Go;HTML/CSS;JavaScript;PowerShell;Python;SQL,Assembly;Go;SQL,7.0,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,In-person,20 to 99 employees,18-24 years old
21720,168221.0,Engineering manager,Bash/Shell (all shells);JavaScript;Kotlin;PHP;Python;SQL;TypeScript,Python;Rust;TypeScript,22.0,Italy,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,Remote,500 to 999 employees,35-44 years old
17314,139218.0,Project manager,C;C++;JavaScript;Python;Zig,C;C++;JavaScript;Python;Zig,46.0,Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Independent contractor, freelancer, or self-employed",,,55-64 years old
20375,52207.0,"Developer, desktop or enterprise applications",C;C#;C++;Python;SQL,,25.0,Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,In-person,Less than 20 employees,55-64 years old
35382,62558.0,"Developer, full-stack",Bash/Shell (all shells);Groovy;HTML/CSS;Java;JavaScript;Python;SQL;TypeScript,C#;Go;HTML/CSS;PowerShell;Python;SQL;TypeScript,9.0,Chile,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,"Your choice (very flexible, you can come in when you want or just as needed)",100 to 499 employees,25-34 years old
43939,20883.0,"Architect, software or solutions",C#;PHP;Python,C#;PHP;Python,5.0,Spain,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,In-person,Less than 20 employees,18-24 years old
36204,52207.0,"Developer, embedded applications or devices",Go;HTML/CSS;JavaScript;Python;Rust;SQL;TypeScript,Go;HTML/CSS;JavaScript;Python;Rust;TypeScript;Zig,15.0,France,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,"Your choice (very flexible, you can come in when you want or just as needed)",I don’t know,35-44 years old
21601,81210.0,"Developer, game or graphics",C;C++;HTML/CSS;JavaScript;Python;TypeScript,C;C++;GDScript;HTML/CSS;Python;Rust;TypeScript,24.0,Netherlands,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,"Hybrid (some in-person, leans heavy to flexibility)",Less than 20 employees,35-44 years old
8982,92657.0,Product manager,Bash/Shell (all shells);C++;Groovy;HTML/CSS;Java;JavaScript;PHP;PowerShell;Python;SQL,,25.0,Canada,Other (please specify):,Not employed,,,35-44 years old
28447,81210.0,"Developer, front-end",HTML/CSS;Java;JavaScript;TypeScript,C#;HTML/CSS;JavaScript;TypeScript,14.0,Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,"Your choice (very flexible, you can come in when you want or just as needed)",20 to 99 employees,25-34 years old
850,10800.0,"Developer, full-stack",Bash/Shell (all shells);Go;HTML/CSS;JavaScript;PHP;PowerShell;Python;TypeScript,Assembly;Bash/Shell (all shells);Go;HTML/CSS;JavaScript;PowerShell;TypeScript,14.0,Ukraine,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,Remote,20 to 99 employees,18-24 years old
19119,7190.0,Other (please specify):,,,4.0,Ukraine,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Independent contractor, freelancer, or self-employed",Remote,"Just me - I am a freelancer, sole proprietor, etc.",25-34 years old
3075,16714.0,"Developer, front-end",HTML/CSS;JavaScript;PowerShell;Python;Rust;TypeScript,Assembly;HTML/CSS;JavaScript;PowerShell;Rust;TypeScript,20.0,China,Some college/university study without earning a degree,Employed,"Hybrid (some in-person, leans heavy to flexibility)",20 to 99 employees,35-44 years old
40607,69609.0,Other (please specify):,Python;R,Python;R,17.0,Italy,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Employed,"Hybrid (some remote, leans heavy to in-person)",100 to 499 employees,45-54 years old
41949,32445.0,"Developer, back-end",Java;PHP;SQL,C#;Go;Java;Kotlin;SQL,8.0,Colombia,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Employed,Remote,"1,000 to 4,999 employees",35-44 years old
16390,22275.0,"Developer, back-end",Bash/Shell (all shells);PowerShell;Rust,,5.0,Italy,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Employed,In-person,20 to 99 employees,18-24 years old
14143,325000.0,"Developer, back-end",Assembly;Bash/Shell (all shells);C;C++;Go;Java;JavaScript;MicroPython;Python;TypeScript,Assembly;C;C++;Java;JavaScript;Python;Rust;TypeScript,42.0,United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,Remote,"1,000 to 4,999 employees",45-54 years old
48630,48726.0,Other (please specify):,,,12.0,Greece,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,Remote,"5,000 to 9,999 employees",35-44 years old
15087,69609.0,"Developer, back-end",HTML/CSS;Java;JavaScript;TypeScript,Dart;Java,30.0,France,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,"Hybrid (some in-person, leans heavy to flexibility)","1,000 to 4,999 employees",45-54 years old
3803,65258.0,"Developer, QA or test",Bash/Shell (all shells);Go;JavaScript;Python;SQL;TypeScript,,13.0,Slovenia,Some college/university study without earning a degree,Employed,"Hybrid (some in-person, leans heavy to flexibility)",100 to 499 employees,25-34 years old
36365,79544.0,"Senior executive (C-suite, VP, etc.)",Dart;Go;JavaScript;SQL;Swift;TypeScript,Dart;Go;Rust;TypeScript,40.0,Thailand,Some college/university study without earning a degree,Employed,Remote,Less than 20 employees,45-54 years old
37094,85851.0,AI/ML engineer,Bash/Shell (all shells);C++;Go;JavaScript;Python;TypeScript,C++;Python,12.0,Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,"Hybrid (some in-person, leans heavy to flexibility)","10,000 or more employees",25-34 years old
1058,200000.0,"Developer, desktop or enterprise applications",JavaScript;PowerShell;Rust;TypeScript,C#;JavaScript;PowerShell;Rust;TypeScript,18.0,United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,"Hybrid (some in-person, leans heavy to flexibility)","10,000 or more employees",35-44 years old
581,240000.0,"Founder, technology or otherwise",Bash/Shell (all shells);Go;HTML/CSS;JavaScript;Python;Ruby;Rust;SQL;TypeScript,,30.0,United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,"Hybrid (some in-person, leans heavy to flexibility)",Less than 20 employees,45-54 years old
35495,100005.0,"Developer, full-stack",Bash/Shell (all shells);Go;HTML/CSS;Java;JavaScript;Kotlin;Python;SQL;TypeScript,Go;Kotlin;Python;Rust;TypeScript,20.0,Germany,Some college/university study without earning a degree,Employed,Remote,20 to 99 employees,35-44 years old
13755,54719.0,Other (please specify):,C#;Java;JavaScript;PowerShell;SQL,Java;SQL,6.0,Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,In-person,20 to 99 employees,25-34 years old
33823,114416.0,Retired,Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;PowerShell;SQL;TypeScript,HTML/CSS;JavaScript;PHP;PowerShell;SQL;TypeScript,37.0,Australia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Retired,,,45-54 years old
34710,15692.0,"Developer, full-stack",Assembly;C#;Dart;HTML/CSS;JavaScript;SQL;TypeScript,C#;Dart;Go;HTML/CSS;JavaScript;Python;Rust;SQL;TypeScript,12.0,India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,In-person,100 to 499 employees,25-34 years old
42189,82709.0,"Developer, back-end",Bash/Shell (all shells);Kotlin;Lua;Scala;SQL,,12.0,Romania,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,"Your choice (very flexible, you can come in when you want or just as needed)","1,000 to 4,999 employees",25-34 years old
29985,33412.0,"Developer, full-stack",Bash/Shell (all shells);C;C++;HTML/CSS;Java;JavaScript;Swift;TypeScript,HTML/CSS;JavaScript;TypeScript,6.0,Germany,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Student,Remote,Less than 20 employees,18-24 years old
32783,93938.0,"Developer, full-stack",Bash/Shell (all shells);HTML/CSS;JavaScript;Ruby;SQL;TypeScript,Bash/Shell (all shells);HTML/CSS;JavaScript;Ruby;Rust;SQL;TypeScript,11.0,United Kingdom of Great Britain and Northern Ireland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,"Your choice (very flexible, you can come in when you want or just as needed)",20 to 99 employees,35-44 years old
29425,67484.0,"Developer, embedded applications or devices",Bash/Shell (all shells);Python;Rust;SQL;TypeScript,Bash/Shell (all shells);Python;Rust,5.0,Sweden,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,"Hybrid (some remote, leans heavy to in-person)",20 to 99 employees,25-34 years old
3999,63808.0,Data scientist,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;PowerShell;Python;R;SQL,Bash/Shell (all shells);HTML/CSS;JavaScript;Perl;PHP;Python;R;SQL,4.0,Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,"Hybrid (some remote, leans heavy to in-person)",500 to 999 employees,25-34 years old
28112,35293.0,"Developer, mobile",Kotlin,Kotlin,10.0,Georgia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,"Your choice (very flexible, you can come in when you want or just as needed)",20 to 99 employees,25-34 years old
9593,63808.0,"Developer, full-stack",Bash/Shell (all shells);C#;HTML/CSS;JavaScript;Lua;PHP;PowerShell;SQL,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;Lua,17.0,Belgium,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,"Hybrid (some in-person, leans heavy to flexibility)",500 to 999 employees,25-34 years old
36171,120076.0,"Developer, back-end",C++;Groovy;HTML/CSS;Java;JavaScript;Python;SQL;TypeScript,Java,11.0,Poland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,"Hybrid (some in-person, leans heavy to flexibility)","10,000 or more employees",25-34 years old
6204,77730.0,"Developer, mobile",Java;Kotlin,Kotlin,16.0,Germany,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Employed,"Hybrid (some in-person, leans heavy to flexibility)","10,000 or more employees",35-44 years old
46165,17674.0,"Developer, full-stack",HTML/CSS;Java;JavaScript;Python;SQL,,20.0,Turkey,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,In-person,100 to 499 employees,45-54 years old
8018,139218.0,"Senior executive (C-suite, VP, etc.)",Bash/Shell (all shells);PowerShell;Python;R;SQL,Bash/Shell (all shells);Python;R,33.0,Germany,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)","Independent contractor, freelancer, or self-employed",,,35-44 years old
4505,44666.0,"Architect, software or solutions",Dart;HTML/CSS;Java;JavaScript;SQL;TypeScript,Dart;HTML/CSS;Java;JavaScript;Kotlin;Python;SQL;TypeScript,28.0,Greece,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,In-person,20 to 99 employees,35-44 years old
6715,94264.0,"Developer, full-stack",Bash/Shell (all shells);C#;Delphi;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript,Bash/Shell (all shells);C#;HTML/CSS;PowerShell;SQL;TypeScript,15.0,Australia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,"Hybrid (some in-person, leans heavy to flexibility)",100 to 499 employees,35-44 years old
6389,66128.0,"Developer, back-end",Groovy;HTML/CSS;JavaScript;Python;SQL;TypeScript,Go;Groovy;HTML/CSS;JavaScript;Python;SQL;TypeScript,3.0,Germany,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,Remote,20 to 99 employees,25-34 years old
30210,121815.0,"Developer, full-stack",Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PowerShell;Python;SQL;TypeScript,C#;HTML/CSS;TypeScript,26.0,Ireland,Some college/university study without earning a degree,Employed,Remote,"1,000 to 4,999 employees",35-44 years old
33346,41765.0,"Developer, full-stack",C#;C++;HTML/CSS;JavaScript;PowerShell,C#;C++;Rust,6.0,Netherlands,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,In-person,Less than 20 employees,18-24 years old
